NAME_ID s	iID i	N.X d	N.Y d	N.Z d	D.X d	D.Y d	D.Z d	S.X d	S.Y d	S.Z d	NC.X d	NC.Y d	NC.Z d	DC.X d	DC.Y d	DC.Z d	SC.X d	SC.Y d	SC.Z d	LPITCH  d	LPITCHSENSE s	PITCHANGLE  d	MISFIT d	LINEATION s	OFFSET s	DEPTH d	GC s	COLOR s	LOC s	LOCX d	LOCY d	FORMATION s	DATATYPE s	DIPDIR d	DIP d	LDIR d	LDIP d	corr.DIPDIR d	corr.DIP d	corrL.DIPDIR d	corrL.DIP d	PALEON d	COMMENT s	DATAGROUP s	PSCOLOR s	DASHED s	ptnP.X d	ptnP.Y d	ptnP.Z d	ptnT.X d	ptnT.Y d	ptnT.Z d	ptnN.X d	ptnN.Y d	ptnN.Z d	ptnPd.DIPDIR d	ptnPd.DIP d	ptnTd.DIPDIR d	ptnTd.DIP d	ptnNd.DIPDIR d	ptnNd.DIP d	avD.X d	avD.Y d	avD.Z d	avS0D.X d	avS0D.Y d	avS0D.Z d	avS0N.X d	avS0N.Y d	avS0N.Z d	avS0d.DIPDIR d	avS0d.DIP d	avd.DIPDIR d	avd.DIP d	avS0offset s	fold_great_circle_N.X d	fold_great_circle_N.Y d	fold_great_circle_N.Z d	SHEAR_S.X d	SHEAR_S.Y d	SHEAR_S.Z d	NORMAL_S.X d	NORMAL_S.Y d	NORMAL_S.Z d	UPSILON.X d	UPSILON.Y d	UPSILON.Z d	lambda d	ANG d	RUP d
GRP_001	0	-0.48697807	0.81046761	0.32556815	-0.16768000	0.27906638	-0.94551858	-0.85716730	-0.51503808	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	BXX	A	ANG001	0.00000000	0.00000000	GULNERI	BEDDING	329.00000000	71.00000000	NAN	NAN	329.00000000	71.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.16768000	0.27906638	-0.94551858	-0.16768000	0.27906638	-0.94551858	-0.48697807	0.81046761	0.32556815	328.99999999	71.00000000	328.99999999	71.00000000		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_002	1	-0.64085638	0.64085638	0.42261826	-0.29883624	0.29883624	-0.90630779	-0.70710678	-0.70710678	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	CXX	A	ANG001	0.00000000	0.00000000	GULNERI	BEDDING	315.00000000	65.00000000	NAN	NAN	315.00000000	65.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.29883624	0.29883624	-0.90630779	-0.29883624	0.29883624	-0.90630779	-0.64085638	0.64085638	0.42261826	314.99999999	65.00000000	314.99999999	65.00000000		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_003	2	-0.69832771	0.62877709	0.34202014	-0.25417050	0.22885615	-0.93969262	-0.66913061	-0.74314483	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AXX	A	ANG001	0.00000000	0.00000000	GULNERI	FRACTURE	312.00000000	70.00000000	NAN	NAN	312.00000000	70.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.25417050	0.22885615	-0.93969262	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	311.99999999	70.00000000		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_004	3	-0.60766499	0.65164092	0.45399050	-0.30962078	0.33202763	-0.89100652	-0.73135370	-0.68199836	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	BXX	A	ANG001	0.00000000	0.00000000	GULNERI	FRACTURE	317.00000000	63.00000000	NAN	NAN	317.00000000	63.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.30962078	0.33202763	-0.89100652	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	316.99999999	63.00000000		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_005	4	0.65194326	-0.62957429	0.42261826	0.30400614	-0.29357531	-0.90630779	0.69465837	0.71933980	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	CXX	A	ANG001	0.00000000	0.00000000	GULNERI	FRACTURE	134.00000000	65.00000000	NAN	NAN	134.00000000	65.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.30400614	-0.29357531	-0.90630779	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	133.99999999	65.00000000		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_006	5	0.28006451	-0.86194993	0.42261826	0.13059623	-0.40193385	-0.90630779	0.95105652	0.30901699	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	ACX	B	ANG001	0.00000000	0.00000000	GULNERI	S1	162.00000000	65.00000000	NAN	NAN	162.00000000	65.00000000	NAN	NAN	0.00000000		PLANE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.14733714	-0.35427626	-0.92346094	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	157.41845000	67.43740992		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_007	6	0.42661152	-0.83727226	0.34202014	0.15527390	-0.30474218	-0.93969262	0.89100652	0.45399050	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	AAX	B	ANG001	0.00000000	0.00000000	GULNERI	S1	153.00000000	70.00000000	NAN	NAN	153.00000000	70.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	0.14733714	-0.35427626	-0.92346094	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	157.41845000	67.43740992		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_008	7	-0.60756190	0.62914877	0.48480962	-0.33677706	0.34874286	-0.87461971	-0.71933980	-0.69465837	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	BCX	B	ANG001	0.00000000	0.00000000	GULNERI	S1	316.00000000	61.00000000	NAN	NAN	316.00000000	61.00000000	NAN	NAN	0.00000000		PLANE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.20773674	0.33957159	-0.91735303	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	328.54332072	66.54213017		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_009	8	-0.32707549	0.89863252	0.29237170	-0.09999701	0.27473953	-0.95630476	-0.93969262	-0.34202014	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	BAX	B	ANG001	0.00000000	0.00000000	GULNERI	S1	340.00000000	73.00000000	NAN	NAN	340.00000000	73.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.20773674	0.33957159	-0.91735303	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	328.54332072	66.54213017		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_010	9	-0.29389263	0.90450850	0.30901699	-0.09549150	0.29389263	-0.95105652	-0.95105652	-0.30901699	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	BCX	C	ANG001	0.00000000	0.00000000	GULNERI	S2	342.00000000	72.00000000	NAN	NAN	342.00000000	72.00000000	NAN	NAN	0.00000000		PLANE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.08996902	0.17115639	-0.98112745	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	332.27116476	78.85093736		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_011	10	-0.60034903	0.79669007	0.06975647	-0.04198049	0.05571000	-0.99756405	-0.79863551	-0.60181502	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	BAX	C	ANG001	0.00000000	0.00000000	GULNERI	S2	323.00000000	86.00000000	NAN	NAN	323.00000000	86.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.08996902	0.17115639	-0.98112745	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	332.27116476	78.85093736		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_012	11	-0.48063085	0.83247705	0.27563736	-0.13781868	0.23870895	-0.96126170	-0.86602540	-0.50000000	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	CCX	C	ANG001	0.00000000	0.00000000	GULNERI	S2	330.00000000	74.00000000	NAN	NAN	330.00000000	74.00000000	NAN	NAN	0.00000000		PLANE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.14999048	0.20237374	-0.96775396	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	323.45579127	75.41018402		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_013	12	-0.66451879	0.71260915	0.22495105	-0.15341625	0.16451879	-0.97437006	-0.73135370	-0.68199836	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	CAX	C	ANG001	0.00000000	0.00000000	GULNERI	S2	317.00000000	77.00000000	NAN	NAN	317.00000000	77.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.14999048	0.20237374	-0.96775396	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	323.45579127	75.41018402		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_014	13	-0.51983679	0.74240388	0.42261826	-0.24240388	0.34618861	-0.90630779	-0.81915204	-0.57357644	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	DCX	C	ANG001	0.00000000	0.00000000	GULNERI	S3	325.00000000	65.00000000	NAN	NAN	325.00000000	65.00000000	NAN	NAN	0.00000000		PLANE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.95487843	-0.05669716	-0.29153493	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	266.60197760	16.94987220		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_015	14	0.20395219	-0.76115994	0.61566148	0.15934492	-0.59468332	-0.78801075	0.96592583	0.25881905	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	DAX	D	ANG001	0.00000000	0.00000000	GULNERI	S3	165.00000000	52.00000000	NAN	NAN	165.00000000	52.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.95487843	-0.05669716	-0.29153493	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	266.60197760	16.94987220		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_016	15	-0.77418869	0.62692564	0.08715574	-0.06773273	0.05484889	-0.99619470	-0.62932039	-0.77714596	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	ECX	D	ANG001	0.00000000	0.00000000	GULNERI	S3	309.00000000	85.00000000	NAN	NAN	309.00000000	85.00000000	NAN	NAN	0.00000000		PLANE	1.00 0.00 0.67	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.15824138	0.13496398	-0.97813311	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	310.46084305	77.99600852		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_017	16	-0.70265724	0.63267542	0.32556815	-0.24194429	0.21784762	-0.94551858	-0.66913061	-0.74314483	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	EAX	D	ANG001	0.00000000	0.00000000	GULNERI	S3	312.00000000	71.00000000	NAN	NAN	312.00000000	71.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.15824138	0.13496398	-0.97813311	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	310.46084305	77.99600852		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_018	17	-0.45890229	0.76374166	0.45399050	-0.23382239	0.38914581	-0.89100652	-0.85716730	-0.51503808	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	BXX	D	ANG002	0.00000000	0.00000000	GULNERI	BEDDING	329.00000000	63.00000000	NAN	NAN	329.00000000	63.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.23382239	0.38914581	-0.89100652	-0.23382239	0.38914581	-0.89100652	-0.45890229	0.76374166	0.45399050	328.99999999	63.00000000	328.99999999	63.00000000		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
GRP_019	18	-0.55636961	0.64003002	0.52991926	-0.34765832	0.39993515	-0.84804810	-0.75470958	-0.65605903	0.00000000	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NONE	NAN	NAN	NONE	NONE	NAN	CXX	D	ANG002	0.00000000	0.00000000	GULNERI	BEDDING	319.00000000	58.00000000	NAN	NAN	319.00000000	58.00000000	NAN	NAN	0.00000000		PLANE	0.00 0.00 0.00	   	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	-0.34765832	0.39993515	-0.84804810	-0.34765832	0.39993515	-0.84804810	-0.55636961	0.64003002	0.52991926	318.99999999	58.00000000	318.99999999	58.00000000		NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN	NAN
