D1.DIPDIR d	D1.DIP d	D2.DIPDIR d	D2.DIP d	T1.X d	T1.Y d	T1.Z d	T2.X d	T2.Y d	T2.Z d	ANG d
182.09391667	10.34950329	182.09391667	13.57000000	-0.03594315	-0.98307333	-0.17965222	-0.03551762	-0.97143491	-0.23463316	3.22049671
182.09391667	10.34950329	182.09391667	17.88000000	-0.03594315	-0.98307333	-0.17965222	-0.03477290	-0.95106616	-0.30702443	7.53049671
182.09391667	10.34950329	182.09391667	7.29000000	-0.03594315	-0.98307333	-0.17965222	-0.03624226	-0.99125428	-0.12689149	3.05950329
182.09391667	10.34950329	182.09391667	0.62000000	-0.03594315	-0.98307333	-0.17965222	-0.03653547	-0.99927377	-0.01082083	9.72950329
182.09391667	10.34950329	182.09391667	15.00000000	-0.03594315	-0.98307333	-0.17965222	-0.03529262	-0.96528086	-0.25881905	4.65049671
182.09391667	10.34950329	182.09391667	7.53000000	-0.03594315	-0.98307333	-0.17965222	-0.03622252	-0.99071442	-0.13104529	2.81950329
182.09391667	10.34950329	182.09391667	39.43000000	-0.03594315	-0.98307333	-0.17965222	-0.02822169	-0.77188537	-0.63513503	29.08049671
182.09391667	10.34950329	182.09391667	55.14000000	-0.03594315	-0.98307333	-0.17965222	-0.02088391	-0.57119151	-0.82055111	44.79049671
182.09391667	10.34950329	182.09391667	63.12000000	-0.03594315	-0.98307333	-0.17965222	-0.01651951	-0.45182149	-0.89195540	52.77049671
182.09391667	10.34950329	182.09391667	18.04000000	-0.03594315	-0.98307333	-0.17965222	-0.03474144	-0.95020565	-0.30968088	7.69049671
182.09391667	10.34950329	182.09391667	45.49000000	-0.03594315	-0.98307333	-0.17965222	-0.02561409	-0.70056564	-0.71312811	35.14049671
182.09391667	10.34950329	182.09391667	38.65000000	-0.03594315	-0.98307333	-0.17965222	-0.02853498	-0.78045426	-0.62456136	28.30049671
182.09391667	10.34950329	182.09391667	60.14000000	-0.03594315	-0.98307333	-0.17965222	-0.01819143	-0.49754996	-0.86724455	49.79049671
182.09391667	10.34950329	182.09391667	46.87000000	-0.03594315	-0.98307333	-0.17965222	-0.02497915	-0.68319950	-0.72980442	36.52049671
182.09391667	10.34950329	182.09391667	60.33000000	-0.03594315	-0.98307333	-0.17965222	-0.01808625	-0.49467326	-0.86889082	49.98049671
182.09391667	10.34950329	182.09391667	59.57000000	-0.03594315	-0.98307333	-0.17965222	-0.01850576	-0.50614711	-0.86224859	49.22049671
182.09391667	10.34950329	182.09391667	25.35000000	-0.03594315	-0.98307333	-0.17965222	-0.03301937	-0.90310584	-0.42814666	15.00049671
182.09391667	10.34950329	182.09391667	33.03000000	-0.03594315	-0.98307333	-0.17965222	-0.03063259	-0.83782547	-0.54507809	22.68049671
182.09391667	10.34950329	182.09391667	37.11000000	-0.03594315	-0.98307333	-0.17965222	-0.02913796	-0.79694614	-0.60334718	26.76049671
182.09391667	10.34950329	182.09391667	37.11000000	-0.03594315	-0.98307333	-0.17965222	-0.02913796	-0.79694614	-0.60334718	26.76049671
182.09391667	10.34950329	182.09391667	37.51000000	-0.03594315	-0.98307333	-0.17965222	-0.02898335	-0.79271741	-0.60889989	27.16049671
182.09391667	10.34950329	182.09391667	19.20000000	-0.03594315	-0.98307333	-0.17965222	-0.03450525	-0.94374579	-0.32886665	8.85049671
182.09391667	10.34950329	182.09391667	51.32000000	-0.03594315	-0.98307333	-0.17965222	-0.02283491	-0.62455289	-0.78064861	40.97049671
182.09391667	10.34950329	182.09391667	33.61000000	-0.03594315	-0.98307333	-0.17965222	-0.03042942	-0.83226855	-0.55353691	23.26049671
182.09391667	10.34950329	182.09391667	19.19000000	-0.03594315	-0.98307333	-0.17965222	-0.03450735	-0.94380314	-0.32870182	8.84049671
182.09391667	10.34950329	182.09391667	31.04000000	-0.03594315	-0.98307333	-0.17965222	-0.03130570	-0.85623542	-0.51563637	20.69049671
182.09391667	10.34950329	182.09391667	53.15000000	-0.03594315	-0.98307333	-0.17965222	-0.02191241	-0.59932169	-0.80020832	42.80049671
182.09391667	10.34950329	182.09391667	47.45000000	-0.03594315	-0.98307333	-0.17965222	-0.02470795	-0.67578181	-0.73668749	37.10049671
182.09391667	10.34950329	182.09391667	28.38000000	-0.03594315	-0.98307333	-0.17965222	-0.03214632	-0.87922707	-0.47531712	18.03049671
182.09391667	10.34950329	182.09391667	38.05000000	-0.03594315	-0.98307333	-0.17965222	-0.02877238	-0.78694738	-0.61634891	27.70049671
182.09391667	10.34950329	182.09391667	24.14000000	-0.03594315	-0.98307333	-0.17965222	-0.03334235	-0.91193956	-0.40896764	13.79049671
182.09391667	10.34950329	182.09391667	24.14000000	-0.03594315	-0.98307333	-0.17965222	-0.03334235	-0.91193956	-0.40896764	13.79049671
182.09391667	10.34950329	182.09391667	21.00000000	-0.03594315	-0.98307333	-0.17965222	-0.03411079	-0.93295706	-0.35836795	10.65049671
